,dc_p,s_ir,h_ir,m_t
94896,0.0,0.0,-1.0,1.9
94897,0.0,0.0,-1.0,1.9
94898,0.0,0.0,-1.0,1.9
94899,0.0,0.0,-1.0,1.9
94900,0.0,0.0,-1.0,1.8
94901,0.0,0.0,-1.0,1.8
94902,0.0,0.0,-1.0,1.8
94903,0.0,0.0,-1.0,1.8
94904,0.0,0.0,-1.0,1.8
94905,0.0,0.0,-1.0,1.7
94906,0.0,0.0,-1.0,1.7
94907,0.0,0.0,-1.0,1.7
94908,0.0,0.0,-1.0,1.7
94909,0.0,0.0,-1.0,1.6
94910,0.0,0.0,-1.0,1.6
94911,0.0,0.0,-1.0,1.5
94912,0.0,0.0,-1.0,1.5
94913,0.0,0.0,-1.0,1.5
94914,0.0,0.0,-1.0,1.4
94915,0.0,0.0,-1.0,1.4
94916,0.0,0.0,-1.0,1.4
94917,0.0,0.0,-1.0,1.4
94918,0.0,0.0,-1.0,1.4
94919,0.0,0.0,-1.0,1.4
94920,0.0,0.0,-1.0,1.4
94921,0.0,0.0,-1.0,1.3
94922,0.0,0.0,-1.0,1.2
94923,0.0,0.0,-1.0,1.1
94924,0.0,0.0,-1.0,1.1
94925,0.0,0.0,-1.0,1.0
94926,0.0,0.0,-1.0,0.8
94927,0.0,0.0,-1.0,0.8
94928,0.0,0.0,-1.0,0.8
94929,0.0,0.0,-1.0,0.8
94930,0.0,0.0,-1.0,0.8
94931,0.0,0.0,-1.0,0.9
94932,0.0,0.0,-1.0,1.0
94933,0.0,0.0,-1.0,1.1
94934,0.0,0.0,-1.0,1.1
94935,0.0,0.0,-1.0,1.2
94936,0.0,0.0,-1.0,1.3
94937,0.0,0.0,-1.0,1.3
94938,0.0,0.0,-1.0,1.2
94939,0.0,0.0,-1.0,1.2
94940,0.0,0.0,-1.0,1.2
94941,0.0,0.0,-1.0,1.1
94942,0.0,0.0,-1.0,1.1
94943,0.0,0.0,-1.0,1.0
94944,0.0,0.0,-1.0,1.0
94945,0.0,0.0,-1.0,1.0
94946,0.0,0.0,-1.0,1.0
94947,0.0,0.0,-1.0,0.9
94948,0.0,0.0,-1.0,0.9
94949,0.0,0.0,-1.0,0.9
94950,0.0,0.0,-1.0,0.9
94951,0.0,0.0,-1.0,0.8
94952,0.0,0.0,-1.0,0.7
94953,0.0,0.0,-1.0,0.5
94954,0.0,0.0,-1.0,0.4
94955,0.0,0.0,-1.0,0.3
94956,0.0,0.0,-1.0,0.2
94957,0.0,0.0,-1.0,0.2
94958,0.0,0.0,-1.0,0.3
94959,0.0,0.0,-1.0,0.2
94960,0.0,0.0,-1.0,0.2
94961,0.0,0.0,-1.0,0.2
94962,0.0,0.0,-1.0,0.3
94963,0.0,0.0,-1.0,0.3
94964,0.0,0.0,-1.0,0.3
94965,0.0,0.0,-1.0,0.3
94966,0.0,0.0,-1.0,0.3
94967,0.0,0.0,-1.0,0.3
94968,0.0,0.0,-1.0,0.3
94969,0.0,0.0,-1.0,0.3
94970,0.0,0.0,-1.0,0.5
94971,0.0,0.0,-1.0,0.6
94972,0.0,0.0,-1.0,0.6
94973,0.0,0.0,-1.0,0.7
94974,0.0,0.0,-1.0,0.7
94975,0.0,0.0,-1.0,0.7
94976,0.0,0.0,-1.0,0.7
94977,0.0,0.0,-1.0,0.7
94978,0.0,0.0,-1.0,0.6
94979,0.0,0.0,-1.0,0.6
94980,0.0,0.0,-1.0,0.5
94981,0.0,0.0,-1.0,0.4
94982,0.0,0.0,-1.0,0.3
94983,0.0,0.0,-1.0,0.2
94984,0.0,0.0,-1.0,0.2
94985,0.0,0.0,-1.0,0.1
94986,0.0,0.0,-1.0,0.0
94987,0.0,0.0,-1.0,0.0
94988,0.0,0.0,-1.0,0.0
94989,0.0,0.0,-1.0,-0.1
94990,0.0,0.0,-1.0,-0.2
94991,0.0,0.0,-1.0,-0.2
94992,0.0,0.0,-1.0,-0.2
94993,0.0,0.0,-1.0,-0.2
94994,0.0,0.0,-1.0,-0.2
94995,0.0,0.0,-1.0,-0.2
94996,0.0,0.0,-1.0,-0.2
94997,0.0,0.0,-1.0,-0.2
94998,0.0,0.0,-1.0,-0.1
94999,0.0,0.0,-1.0,-0.1
95000,0.0,0.0,-1.0,0.0
95001,0.0,0.0,-1.0,0.1
95002,0.0,0.0,-1.0,0.2
95003,0.0,0.0,-1.0,0.3
95004,0.0,0.0,-1.0,0.4
95005,0.0,0.0,-1.0,0.5
95006,0.0,0.0,-1.0,0.7
95007,0.0,0.0,-1.0,0.8
95008,0.0,0.0,-1.0,0.9
95009,0.0,0.0,-1.0,1.0
95010,0.0,0.0,-1.0,1.1
95011,0.0,0.0,-1.0,1.2
95012,0.0,0.0,-1.0,1.3
95013,0.0,0.0,-1.0,1.4
95014,0.0,0.0,-1.0,1.5
95015,0.0,0.0,-1.0,1.6
95016,0.0,0.0,-1.0,1.7
95017,0.0,0.0,-1.0,1.8
95018,0.0,0.0,-1.0,1.8
95019,0.0,0.0,-1.0,1.8
95020,0.0,0.0,-1.0,1.9
95021,0.0,0.0,-1.0,1.9
95022,0.0,0.0,-1.0,2.0
95023,0.0,0.0,-1.0,2.0
95024,0.0,0.0,-1.0,2.1
95025,0.0,0.0,-1.0,2.1
95026,0.0,0.0,-1.0,2.1
95027,0.0,0.0,-1.0,2.1
95028,0.0,0.0,-1.0,2.1
95029,0.0,0.0,-1.0,2.1
95030,0.0,0.0,-1.0,2.1
95031,0.0,0.0,-1.0,2.1
95032,0.0,0.0,-1.0,2.1
95033,0.0,0.0,-1.0,2.0
95034,0.0,0.0,-1.0,2.0
95035,0.0,0.0,-1.0,2.0
95036,0.0,0.0,-1.0,2.0
95037,0.0,0.0,-1.0,1.9
95038,0.0,0.0,-1.0,1.9
95039,0.0,0.0,-1.0,1.8
95040,0.0,0.0,-1.0,1.8
95041,0.0,0.0,-1.0,1.8
95042,0.0,0.0,-1.0,1.8
95043,0.0,0.0,-1.0,1.8
95044,0.0,0.0,-1.0,1.8
95045,0.0,0.0,-1.0,1.8
95046,0.0,0.0,-1.0,1.8
95047,0.0,0.0,-1.0,1.8
95048,0.0,0.0,-1.0,1.8
95049,0.0,0.0,-1.0,1.9
95050,0.0,0.0,-1.0,1.9
95051,0.0,0.0,-1.0,1.9
95052,0.0,0.0,-1.0,1.9
95053,0.0,0.0,-1.0,1.9
95054,0.0,0.0,-1.0,1.9
95055,0.0,0.0,-1.0,1.9
95056,0.0,0.0,-1.0,1.8
95057,0.0,0.0,-1.0,1.8
95058,0.0,0.0,-1.0,1.9
95059,0.0,0.0,-1.0,1.8
95060,0.0,0.0,-1.0,1.8
95061,0.0,0.0,-1.0,1.8
95062,0.0,0.0,-1.0,1.7
95063,0.0,0.0,-1.0,1.6
95064,0.0,0.0,-1.0,1.5
95065,0.0,0.0,-1.0,1.5
95066,0.0,0.0,-1.0,1.4
95067,0.0,0.0,-1.0,1.4
95068,0.0,0.0,-1.0,1.3
95069,0.0,0.0,-1.0,1.3
95070,0.0,0.0,-1.0,1.2
95071,0.0,0.0,-1.0,1.2
95072,0.0,0.0,-1.0,1.2
95073,0.0,0.0,-1.0,1.3
95074,0.0,0.0,-1.0,1.4
95075,0.0,0.0,-1.0,1.4
95076,0.0,0.0,-1.0,1.5
95077,0.0,0.0,-1.0,1.6
95078,0.0,0.0,-1.0,1.7
95079,0.0,0.0,-1.0,1.7
95080,0.0,0.0,-1.0,1.7
95081,0.0,0.0,-1.0,1.8
95082,0.0,0.0,-1.0,1.8
95083,0.0,0.0,-1.0,1.8
95084,0.0,0.0,-1.0,1.9
95085,0.0,0.0,-1.0,1.9
95086,0.0,0.0,-1.0,1.8
95087,0.0,0.0,-1.0,1.8
95088,0.0,0.0,-1.0,1.7
95089,0.0,0.0,-1.0,1.7
95090,0.0,0.0,-1.0,1.7
95091,0.0,0.0,-1.0,1.6
95092,0.0,0.0,-1.0,1.6
95093,0.0,0.0,-1.0,1.6
95094,0.0,0.0,-1.0,1.6
95095,0.0,0.0,-1.0,1.6
95096,0.0,0.0,-1.0,1.6
95097,0.0,0.0,-1.0,1.6
95098,0.0,0.0,-1.0,1.6
95099,0.0,0.0,-1.0,1.6
95100,0.0,0.0,-1.0,1.6
95101,0.0,0.0,-1.0,1.5
95102,0.0,0.0,-1.0,1.5
95103,0.0,0.0,-1.0,1.5
95104,0.0,0.0,-1.0,1.5
95105,0.0,0.0,-1.0,1.5
95106,0.0,0.0,-1.0,1.4
95107,0.0,0.0,-1.0,1.4
95108,0.0,0.0,-1.0,1.4
95109,0.0,0.0,-1.0,1.3
95110,0.0,0.0,-1.0,1.3
95111,0.0,0.0,-1.0,1.3
95112,0.0,0.0,-1.0,1.2
95113,0.0,0.0,-1.0,1.2
95114,0.0,0.0,-1.0,1.2
95115,0.0,0.0,-1.0,1.1
95116,0.0,0.0,-1.0,1.1
95117,0.0,0.0,-1.0,1.0
95118,0.0,0.0,-1.0,1.0
95119,0.0,0.0,-1.0,1.0
95120,0.0,0.0,-1.0,0.9
95121,0.0,0.0,-1.0,0.8
95122,0.0,0.0,-1.0,0.8
95123,0.0,0.0,-1.0,0.7
95124,0.0,0.0,-1.0,0.6
95125,0.0,0.0,-1.0,0.5
95126,0.0,0.0,-1.0,0.4
95127,0.0,0.0,-1.0,0.4
95128,0.0,0.0,-1.0,0.4
95129,0.0,0.0,-1.0,0.4
95130,0.0,0.0,-1.0,0.3
95131,0.0,0.0,-1.0,0.3
95132,0.0,0.0,-1.0,0.3
95133,0.0,0.0,-1.0,0.3
95134,0.0,0.0,-1.0,0.3
95135,0.0,0.0,-1.0,0.3
95136,0.0,0.0,-1.0,0.3
95137,0.0,0.0,-1.0,0.3
95138,0.0,0.0,-1.0,0.3
95139,0.0,0.0,-1.0,0.3
95140,0.0,0.0,-1.0,0.3
95141,0.0,0.0,-1.0,0.3
95142,0.0,0.0,-1.0,0.3
95143,0.0,0.0,-1.0,0.3
95144,0.0,0.0,-1.0,0.3
95145,0.0,0.0,-1.0,0.3
95146,0.0,0.0,-1.0,0.3
95147,0.0,0.0,-1.0,0.3
95148,0.0,0.0,-1.0,0.3
95149,0.0,0.0,-1.0,0.3
95150,0.0,0.0,-1.0,0.2
95151,0.0,0.0,-1.0,0.1
95152,0.0,0.0,-1.0,-0.1
95153,0.0,0.0,-1.0,-0.2
95154,0.0,0.0,-1.0,-0.4
95155,0.0,0.0,-1.0,-0.5
95156,0.0,0.0,-1.0,-0.5
95157,0.0,0.0,-1.0,-0.7
95158,0.0,0.0,-1.0,-0.8
95159,0.0,0.0,-1.0,-0.8
95160,0.0,0.0,-1.0,-0.7
95161,0.0,0.0,-1.0,-0.8
95162,0.0,0.0,-1.0,-0.7
95163,0.0,0.0,-1.0,-0.7
95164,0.0,0.0,-1.0,-0.7
95165,0.0,0.0,-1.0,-0.6
95166,0.0,0.0,-1.0,-0.6
95167,0.0,0.0,-1.0,-0.6
95168,0.0,0.0,-1.0,-0.5
95169,0.0,0.0,-1.0,-0.4
95170,0.0,0.0,-1.0,-0.4
95171,0.0,0.0,-1.0,-0.3
95172,0.0,0.0,-1.0,-0.2
95173,0.0,0.0,-1.0,-0.2
95174,0.0,0.0,-1.0,-0.2
95175,0.0,0.0,-1.0,-0.1
95176,0.0,0.0,-1.0,-0.1
95177,0.0,0.0,-1.0,-0.2
95178,0.0,0.0,-1.0,-0.2
95179,0.0,0.0,-1.0,-0.2
95180,0.0,0.0,-1.0,-0.2
95181,0.0,0.0,-1.0,-0.3
95182,0.0,0.0,-1.0,-0.3
95183,0.0,0.0,-1.0,-0.3
95184,0.0,0.0,-1.0,-0.3
95185,0.0,0.0,-1.0,-0.3
95186,0.0,0.0,-1.0,-0.4
95187,0.0,0.0,-1.0,-0.5
95188,0.0,0.0,-1.0,-0.6
95189,0.0,0.0,-1.0,-0.7
95190,0.0,0.0,-1.0,-0.8
95191,0.0,0.0,-1.0,-1.0
95192,0.0,0.0,-1.0,-1.0
95193,0.0,0.0,-1.0,-0.9
95194,0.0,0.0,-1.0,-0.9
95195,0.0,0.0,-1.0,-0.9
95196,0.0,0.0,-1.0,-0.8
95197,0.0,0.0,-1.0,-0.9
95198,0.0,0.0,-1.0,-0.9
95199,0.0,0.0,-1.0,-0.9
95200,0.0,0.0,-1.0,-0.9
95201,0.0,0.0,-1.0,-1.0
95202,0.0,0.0,-1.0,-0.9
95203,0.0,0.0,-1.0,-0.9
95204,0.0,0.0,-1.0,-0.9
95205,0.0,0.0,-1.0,-0.9
95206,0.0,0.0,-1.0,-0.8
95207,0.0,0.0,-1.0,-0.8
95208,0.0,0.0,-1.0,-0.8
95209,0.0,0.0,-1.0,-0.8
95210,0.0,0.0,-1.0,-0.9
95211,0.0,0.0,-1.0,-0.9
95212,0.0,0.0,-1.0,-0.9
95213,0.0,0.0,-1.0,-0.9
95214,0.0,0.0,-1.0,-0.9
95215,0.0,0.0,-1.0,-0.9
95216,0.0,0.0,-1.0,-0.9
95217,0.0,0.0,-1.0,-1.0
95218,0.0,0.0,-1.0,-1.0
95219,0.0,0.0,-1.0,-1.0
95220,0.0,0.0,-1.0,-0.9
95221,0.0,0.0,-1.0,-0.9
95222,0.0,1.0,-1.0,-0.8
95223,0.0,1.0,-1.0,-0.8
95224,0.0,1.0,-1.0,-0.8
95225,0.0,1.0,-1.0,-0.7
95226,0.0,1.0,-1.0,-0.7
95227,0.0,1.0,-1.0,-0.6
95228,0.0,2.0,-1.0,-0.6
95229,0.0,2.0,-1.0,-0.5
95230,0.0,2.0,-1.0,-0.5
95231,0.0,3.0,-1.0,-0.6
95232,0.0,3.0,-1.0,-0.6
95233,0.0,4.0,-1.0,-0.5
95234,0.3,5.0,-1.0,-0.5
95235,0.3,6.0,-1.0,-0.5
95236,0.3,6.0,-1.0,-0.5
95237,0.4,7.0,-1.0,-0.4
95238,0.4,8.0,-1.0,-0.4
95239,0.4,9.0,-1.0,-0.4
95240,0.5,10.0,-1.0,-0.3
95241,0.6,13.0,-1.0,-0.1
95242,0.6,14.0,-1.0,-0.1
95243,0.7,16.0,-1.0,0.0
95244,0.8,19.0,-1.0,0.1
95245,0.9,20.0,-1.0,0.1
95246,0.9,21.0,-1.0,0.2
95247,0.8,23.0,-1.0,0.2
95248,1.1,25.0,-1.0,0.2
95249,1.1,26.0,-1.0,0.2
95250,1.3,30.0,-1.0,0.3
95251,1.4,33.0,-1.0,0.4
95252,1.7,35.0,-1.0,0.5
95253,1.6,37.0,-1.0,0.5
95254,1.7,40.0,-1.0,0.6
95255,1.7,41.0,-1.0,0.6
95256,1.6,43.0,-1.0,0.6
95257,1.9,46.0,-1.0,0.7
95258,2.0,47.0,-1.0,0.7
95259,2.0,48.0,-1.0,0.8
95260,2.1,49.0,-1.0,0.8
95261,2.1,50.0,-1.0,0.9
95262,2.5,52.0,-1.0,1.2
95263,2.5,53.0,-1.0,1.3
95264,2.6,55.0,-1.0,1.4
95265,2.7,56.0,-1.0,1.5
95266,2.9,57.0,-1.0,1.5
95267,2.8,57.0,-1.0,1.5
95268,2.8,58.0,-1.0,1.5
95269,2.9,58.0,-1.0,1.6
95270,2.9,58.0,-1.0,1.6
95271,2.9,59.0,-1.0,1.6
95272,3.0,59.0,-1.0,1.6
95273,3.3,59.0,-1.0,1.7
95274,3.4,59.0,-1.0,1.7
95275,3.5,59.0,-1.0,1.7
95276,3.3,60.0,-1.0,1.8
95277,3.6,60.0,-1.0,1.8
95278,3.4,59.0,-1.0,1.8
95279,3.6,62.0,-1.0,1.8
95280,4.0,64.0,-1.0,1.8
95281,4.3,67.0,-1.0,1.9
95282,4.3,68.0,-1.0,2.0
95283,4.3,69.0,-1.0,2.0
95284,4.2,71.0,-1.0,2.1
95285,4.3,77.0,-1.0,2.2
95286,4.7,94.0,-1.0,2.3
95287,5.2,159.0,-1.0,2.3
95288,5.5,236.0,-1.0,2.5
95289,5.6,248.0,-1.0,2.8
95290,6.0,255.0,-1.0,3.3
95291,5.8,260.0,-1.0,3.8
95292,5.6,264.0,-1.0,4.2
95293,5.9,268.0,-1.0,4.7
95294,6.0,272.0,-1.0,5.2
95295,6.3,285.0,-1.0,6.8
95296,6.3,289.0,-1.0,7.1
95297,6.4,292.0,-1.0,7.6
95298,6.5,294.0,-1.0,8.0
95299,6.6,297.0,-1.0,8.4
95300,6.6,300.0,-1.0,8.9
95301,6.7,303.0,-1.0,9.3
95302,6.8,307.0,-1.0,9.7
95303,6.8,310.0,-1.0,10.0
95304,6.9,313.0,-1.0,10.4
95305,7.0,316.0,-1.0,10.8
95306,7.1,319.0,-1.0,11.1
95307,7.4,321.0,-1.0,11.5
95308,7.8,324.0,-1.0,11.7
95309,7.9,326.0,-1.0,11.8
95310,8.3,333.0,-1.0,12.2
95311,8.5,337.0,-1.0,12.4
95312,8.7,340.0,-1.0,12.4
95313,9.0,346.0,-1.0,12.6
95314,9.3,349.0,-1.0,12.9
95315,9.4,351.0,-1.0,12.9
95316,9.5,354.0,-1.0,13.0
95317,9.7,358.0,-1.0,13.1
95318,9.8,363.0,-1.0,13.1
95319,10.0,366.0,-1.0,13.3
95320,10.1,370.0,-1.0,13.5
95321,10.2,373.0,-1.0,13.8
95322,10.3,375.0,-1.0,14.0
95323,10.4,378.0,-1.0,14.3
95324,10.5,380.0,-1.0,14.6
95325,10.7,382.0,-1.0,14.9
95326,10.7,385.0,-1.0,15.2
95327,10.9,388.0,-1.0,15.4
95328,10.9,390.0,-1.0,15.6
95329,11.2,398.0,-1.0,16.0
95330,11.3,402.0,-1.0,16.0
95331,11.5,405.0,-1.0,16.0
95332,11.6,408.0,-1.0,15.9
95333,12.0,411.0,-1.0,15.9
95334,12.0,417.0,-1.0,16.4
95335,12.1,420.0,-1.0,16.7
95336,12.5,424.0,-1.0,17.4
95337,12.4,427.0,-1.0,17.7
95338,12.6,433.0,-1.0,18.3
95339,12.7,436.0,-1.0,18.7
95340,12.8,439.0,-1.0,19.1
95341,12.8,442.0,-1.0,19.4
95342,13.1,444.0,-1.0,19.5
95343,13.2,449.0,-1.0,19.9
95344,13.4,451.0,-1.0,20.1
95345,13.6,456.0,-1.0,20.4
95346,13.7,459.0,-1.0,20.7
95347,13.8,462.0,-1.0,21.1
95348,13.9,463.0,-1.0,21.4
95349,14.0,464.0,-1.0,21.7
95350,14.1,466.0,-1.0,21.9
95351,14.1,467.0,-1.0,22.1
95352,14.4,473.0,-1.0,22.2
95353,14.5,476.0,-1.0,22.3
95354,14.6,478.0,-1.0,22.5
95355,14.8,480.0,-1.0,22.6
95356,14.8,483.0,-1.0,22.7
95357,15.0,485.0,-1.0,23.0
95358,15.1,488.0,-1.0,23.1
95359,15.2,490.0,-1.0,23.1
95360,15.3,491.0,-1.0,23.2
95361,15.4,492.0,-1.0,23.2
95362,15.5,494.0,-1.0,23.1
95363,15.7,497.0,-1.0,23.2
95364,15.8,500.0,-1.0,23.2
95365,15.9,501.0,-1.0,23.2
95366,16.0,503.0,-1.0,22.9
95367,16.4,509.0,-1.0,22.7
95368,16.6,511.0,-1.0,22.6
95369,16.7,515.0,-1.0,22.3
95370,16.9,517.0,-1.0,22.3
95371,17.1,520.0,-1.0,22.5
95372,17.1,521.0,-1.0,22.5
95373,17.1,517.0,-1.0,23.0
95374,17.0,513.0,-1.0,23.5
95375,17.6,518.0,-1.0,23.3
95376,17.7,521.0,-1.0,23.0
95377,17.2,510.0,-1.0,22.9
95378,16.5,490.0,-1.0,23.0
95379,15.9,468.0,-1.0,23.2
95380,15.1,439.0,-1.0,23.3
95381,15.2,429.0,-1.0,23.4
95382,16.2,448.0,-1.0,23.3
95383,16.3,465.0,-1.0,23.1
95384,16.8,470.0,-1.0,23.0
95385,17.0,485.0,-1.0,22.8
95386,17.4,493.0,-1.0,22.9
95387,18.3,516.0,-1.0,23.5
95388,18.5,513.0,-1.0,23.7
95389,18.8,529.0,-1.0,23.4
95390,18.6,519.0,-1.0,23.5
95391,16.6,500.0,-1.0,23.7
95392,17.9,462.0,-1.0,23.6
95393,19.2,534.0,-1.0,23.7
95394,19.0,529.0,-1.0,23.6
95395,18.8,526.0,-1.0,23.6
95396,19.2,533.0,-1.0,23.5
95397,19.8,536.0,-1.0,23.7
95398,19.9,547.0,-1.0,23.5
95399,19.9,546.0,-1.0,23.7
95400,19.9,544.0,-1.0,23.9
95401,20.1,549.0,-1.0,23.9
95402,19.7,546.0,-1.0,24.3
95403,19.4,530.0,-1.0,24.8
95404,19.4,529.0,-1.0,25.0
95405,19.8,530.0,-1.0,25.2
95406,19.7,536.0,-1.0,25.5
95407,20.4,541.0,-1.0,25.8
95408,20.7,549.0,-1.0,25.8
95409,19.1,544.0,-1.0,26.0
95410,19.3,501.0,-1.0,26.3
95411,19.1,483.0,-1.0,26.8
95412,18.8,511.0,-1.0,27.0
95413,19.6,488.0,-1.0,27.2
95414,18.4,487.0,-1.0,27.2
95415,17.6,489.0,-1.0,27.2
95416,18.6,479.0,-1.0,27.0
95417,19.6,509.0,-1.0,27.1
95418,19.3,509.0,-1.0,27.4
95419,20.1,523.0,-1.0,28.0
95420,20.1,527.0,-1.0,28.4
95421,21.6,539.0,-1.0,28.7
95422,21.3,559.0,-1.0,29.1
95423,21.5,550.0,-1.0,29.3
95424,21.4,557.0,-1.0,29.9
95425,22.9,564.0,-1.0,30.2
95426,22.6,573.0,-1.0,30.7
95427,21.9,551.0,-1.0,30.9
95428,21.4,526.0,-1.0,31.0
95429,19.8,493.0,-1.0,31.0
95430,19.8,496.0,-1.0,31.0
95431,21.6,518.0,-1.0,30.9
95432,18.6,487.0,-1.0,31.0
95433,17.9,439.0,-1.0,31.0
95434,17.6,448.0,-1.0,31.0
95435,19.3,444.0,-1.0,30.9
95436,17.9,454.0,-1.0,30.8
95437,16.0,392.0,-1.0,30.6
95438,18.8,424.0,-1.0,30.3
95439,17.7,446.0,-1.0,30.3
95440,16.3,432.0,-1.0,30.3
95441,16.8,389.0,-1.0,30.0
95442,18.2,413.0,-1.0,29.8
95443,21.8,512.0,-1.0,29.6
95444,19.5,500.0,-1.0,29.8
95445,21.1,502.0,-1.0,30.1
95446,25.0,604.0,-1.0,31.0
95447,25.0,612.0,-1.0,31.5
95448,24.6,603.0,-1.0,32.2
95449,24.8,604.0,-1.0,32.5
95450,24.1,596.0,-1.0,32.9
95451,23.4,594.0,-1.0,33.1
95452,24.1,597.0,-1.0,33.2
95453,23.9,584.0,-1.0,33.3
95454,23.9,568.0,-1.0,33.1
95455,23.8,573.0,-1.0,32.8
95456,23.6,573.0,-1.0,32.5
95457,24.7,597.0,-1.0,32.6
95458,25.2,609.0,-1.0,32.8
95459,24.5,600.0,-1.0,32.8
95460,25.0,598.0,-1.0,32.9
95461,23.5,553.0,-1.0,32.4
95462,24.1,590.0,-1.0,32.1
95463,24.2,580.0,-1.0,30.9
95464,25.1,593.0,-1.0,31.0
95465,25.1,601.0,-1.0,30.8
95466,25.1,597.0,-1.0,30.8
95467,25.1,599.0,-1.0,30.7
95468,25.3,599.0,-1.0,30.6
95469,25.4,600.0,-1.0,30.1
95470,25.5,600.0,-1.0,29.5
95471,25.3,596.0,-1.0,29.5
95472,22.7,560.0,-1.0,29.8
95473,17.3,407.0,-1.0,29.9
95474,23.7,464.0,-1.0,30.1
95475,18.3,538.0,-1.0,30.1
95476,23.9,535.0,-1.0,29.8
95477,25.1,521.0,-1.0,29.7
95478,25.4,585.0,-1.0,29.7
95479,23.3,509.0,-1.0,29.2
95480,24.3,505.0,-1.0,28.8
95481,18.9,537.0,-1.0,28.6
95482,20.8,420.0,-1.0,28.1
95483,17.0,446.0,-1.0,28.5
95484,24.5,480.0,-1.0,28.3
95485,24.4,549.0,-1.0,28.2
95486,24.8,560.0,-1.0,28.5
95487,24.1,557.0,-1.0,28.6
95488,24.0,547.0,-1.0,28.5
95489,24.8,554.0,-1.0,28.5
95490,24.4,557.0,-1.0,28.7
95491,24.8,555.0,-1.0,28.9
95492,18.4,423.0,-1.0,28.5
95493,21.1,438.0,-1.0,28.1
95494,22.2,485.0,-1.0,27.8
95495,25.5,543.0,-1.0,27.7
95496,22.8,566.0,-1.0,27.6
95497,26.4,548.0,-1.0,27.5
95498,26.2,575.0,-1.0,27.7
95499,26.0,575.0,-1.0,28.4
95500,26.2,576.0,-1.0,28.8
95501,25.9,576.0,-1.0,29.1
95502,20.2,526.0,-1.0,29.5
95503,21.9,487.0,-1.0,29.6
95504,22.3,504.0,-1.0,29.6
95505,21.9,497.0,-1.0,29.5
95506,10.1,326.0,-1.0,29.3
95507,11.0,314.0,-1.0,28.9
95508,19.8,463.0,-1.0,28.0
95509,25.0,513.0,-1.0,27.9
95510,19.2,477.0,-1.0,27.9
95511,23.5,501.0,-1.0,27.9
95512,25.5,531.0,-1.0,28.2
95513,24.4,536.0,-1.0,28.8
95514,23.9,517.0,-1.0,28.9
95515,25.1,547.0,-1.0,28.8
95516,24.8,541.0,-1.0,29.0
95517,23.5,512.0,-1.0,29.4
95518,23.9,512.0,-1.0,29.7
95519,23.5,507.0,-1.0,30.7
95520,23.1,499.0,-1.0,30.9
95521,22.5,488.0,-1.0,31.2
95522,22.4,479.0,-1.0,31.4
95523,22.8,481.0,-1.0,31.2
95524,23.0,483.0,-1.0,31.1
95525,23.0,484.0,-1.0,31.0
95526,22.9,482.0,-1.0,30.8
95527,22.9,479.0,-1.0,30.9
95528,22.9,479.0,-1.0,30.7
95529,22.7,474.0,-1.0,30.5
95530,22.7,472.0,-1.0,30.6
95531,22.6,470.0,-1.0,30.6
95532,22.6,469.0,-1.0,30.4
95533,22.5,466.0,-1.0,30.2
95534,22.6,464.0,-1.0,30.3
95535,22.5,464.0,-1.0,30.3
95536,22.4,461.0,-1.0,30.3
95537,22.4,460.0,-1.0,30.3
95538,22.2,456.0,-1.0,30.3
95539,22.2,454.0,-1.0,29.8
95540,22.2,454.0,-1.0,29.6
95541,22.1,452.0,-1.0,29.6
95542,22.2,450.0,-1.0,29.6
95543,22.2,450.0,-1.0,29.5
95544,12.0,374.0,-1.0,29.4
95545,19.5,292.0,-1.0,29.2
95546,22.1,431.0,-1.0,29.1
95547,22.2,445.0,-1.0,29.1
95548,22.1,443.0,-1.0,29.2
95549,21.1,418.0,-1.0,29.2
95550,22.1,434.0,-1.0,29.0
95551,18.9,397.0,-1.0,28.4
95552,20.8,403.0,-1.0,27.3
95553,19.9,389.0,-1.0,26.9
95554,21.5,423.0,-1.0,26.7
95555,21.4,418.0,-1.0,26.0
95556,20.0,405.0,-1.0,26.0
95557,20.7,403.0,-1.0,25.7
95558,20.1,393.0,-1.0,25.5
95559,21.1,408.0,-1.0,25.1
95560,21.0,407.0,-1.0,25.3
95561,20.9,405.0,-1.0,25.4
95562,20.1,394.0,-1.0,25.7
95563,20.3,389.0,-1.0,26.0
95564,20.2,391.0,-1.0,26.4
95565,20.0,387.0,-1.0,26.3
95566,19.9,381.0,-1.0,26.5
95567,19.8,376.0,-1.0,26.7
95568,19.8,378.0,-1.0,26.9
95569,19.9,379.0,-1.0,27.1
95570,19.7,377.0,-1.0,27.2
95571,19.8,374.0,-1.0,27.1
95572,19.4,365.0,-1.0,27.0
95573,19.2,367.0,-1.0,27.1
95574,19.3,366.0,-1.0,27.0
95575,19.2,365.0,-1.0,27.0
95576,19.1,362.0,-1.0,26.8
95577,18.9,359.0,-1.0,26.4
95578,18.6,352.0,-1.0,26.0
95579,18.5,349.0,-1.0,25.8
95580,18.3,343.0,-1.0,25.6
95581,18.1,339.0,-1.0,25.5
95582,18.0,336.0,-1.0,25.4
95583,17.9,333.0,-1.0,25.4
95584,17.7,330.0,-1.0,25.5
95585,17.6,327.0,-1.0,25.6
95586,17.6,324.0,-1.0,25.6
95587,16.3,313.0,-1.0,25.6
95588,17.0,308.0,-1.0,25.5
