,dc_p,s_ir,h_ir,m_t
112490,0.0,0.0,-1.0,-7.5
112491,0.0,0.0,-1.0,-7.4
112492,0.0,0.0,-1.0,-7.5
112493,0.0,0.0,-1.0,-7.5
112494,0.0,0.0,-1.0,-7.5
112495,0.0,0.0,-1.0,-7.5
112496,0.0,0.0,-1.0,-7.5
112497,0.0,0.0,-1.0,-7.6
112498,0.0,0.0,-1.0,-7.6
112499,0.0,0.0,-1.0,-7.6
112500,0.0,0.0,-1.0,-7.3
112501,0.0,0.0,-1.0,-7.3
112502,0.0,0.0,-1.0,-7.3
112503,0.0,0.0,-1.0,-7.3
112504,0.0,0.0,-1.0,-7.3
112505,0.0,0.0,-1.0,-7.3
112506,0.0,0.0,-1.0,-7.2
112507,0.0,0.0,-1.0,-7.1
112508,0.0,0.0,-1.0,-7.0
112509,0.0,0.0,-1.0,-6.8
112510,0.0,0.0,-1.0,-6.6
112511,0.0,0.0,-1.0,-6.5
112512,0.0,0.0,-1.0,-6.3
112513,0.0,0.0,-1.0,-6.3
112514,0.0,0.0,-1.0,-6.2
112515,0.0,0.0,-1.0,-6.1
112516,0.0,0.0,-1.0,-5.9
112517,0.0,0.0,-1.0,-5.9
112518,0.0,0.0,-1.0,-5.9
112519,0.0,0.0,-1.0,-5.8
112520,0.0,0.0,-1.0,-5.8
112521,0.0,0.0,-1.0,-5.8
112522,0.0,0.0,-1.0,-5.8
112523,0.0,0.0,-1.0,-5.9
112524,0.0,0.0,-1.0,-6.1
112525,0.0,0.0,-1.0,-6.2
112526,0.0,0.0,-1.0,-6.5
112527,0.0,0.0,-1.0,-6.5
112528,0.0,0.0,-1.0,-6.6
112529,0.0,0.0,-1.0,-6.7
112530,0.0,0.0,-1.0,-6.7
112531,0.0,0.0,-1.0,-6.8
112532,0.0,0.0,-1.0,-6.8
112533,0.0,0.0,-1.0,-6.8
112534,0.0,0.0,-1.0,-6.7
112535,0.0,0.0,-1.0,-6.6
112536,0.0,0.0,-1.0,-6.6
112537,0.0,0.0,-1.0,-6.6
112538,0.0,0.0,-1.0,-6.7
112539,0.0,0.0,-1.0,-6.7
112540,0.0,0.0,-1.0,-6.7
112541,0.0,0.0,-1.0,-6.8
112542,0.0,0.0,-1.0,-6.9
112543,0.0,0.0,-1.0,-6.9
112544,0.0,0.0,-1.0,-6.9
112545,0.0,0.0,-1.0,-6.8
112546,0.0,0.0,-1.0,-6.8
112547,0.0,0.0,-1.0,-6.8
112548,0.0,0.0,-1.0,-6.8
112549,0.0,0.0,-1.0,-6.8
112550,0.0,0.0,-1.0,-6.9
112551,0.0,0.0,-1.0,-6.9
112552,0.0,0.0,-1.0,-6.9
112553,0.0,0.0,-1.0,-6.9
112554,0.0,0.0,-1.0,-6.9
112555,0.0,0.0,-1.0,-7.0
112556,0.0,0.0,-1.0,-7.1
112557,0.0,0.0,-1.0,-7.2
112558,0.0,0.0,-1.0,-7.2
112559,0.0,0.0,-1.0,-7.3
112560,0.0,0.0,-1.0,-7.4
112561,0.0,0.0,-1.0,-7.2
112562,0.0,0.0,-1.0,-7.3
112563,0.0,0.0,-1.0,-7.2
112564,0.0,0.0,-1.0,-7.1
112565,0.0,0.0,-1.0,-7.1
112566,0.0,0.0,-1.0,-6.8
112567,0.0,0.0,-1.0,-6.7
112568,0.0,0.0,-1.0,-6.7
112569,0.0,0.0,-1.0,-6.7
112570,0.0,0.0,-1.0,-6.7
112571,0.0,0.0,-1.0,-6.8
112572,0.0,0.0,-1.0,-6.8
112573,0.0,0.0,-1.0,-6.8
112574,0.0,0.0,-1.0,-6.9
112575,0.0,0.0,-1.0,-7.0
112576,0.0,0.0,-1.0,-7.1
112577,0.0,0.0,-1.0,-7.2
112578,0.0,0.0,-1.0,-7.3
112579,0.0,0.0,-1.0,-7.3
112580,0.0,0.0,-1.0,-7.4
112581,0.0,0.0,-1.0,-7.4
112582,0.0,0.0,-1.0,-7.5
112583,0.0,0.0,-1.0,-7.5
112584,0.0,0.0,-1.0,-7.5
112585,0.0,0.0,-1.0,-7.6
112586,0.0,0.0,-1.0,-7.5
112587,0.0,0.0,-1.0,-7.5
112588,0.0,0.0,-1.0,-7.5
112589,0.0,0.0,-1.0,-7.5
112590,0.0,0.0,-1.0,-7.5
112591,0.0,0.0,-1.0,-7.6
112592,0.0,0.0,-1.0,-7.7
112593,0.0,0.0,-1.0,-7.7
112594,0.0,0.0,-1.0,-7.8
112595,0.0,0.0,-1.0,-7.9
112596,0.0,0.0,-1.0,-7.9
112597,0.0,0.0,-1.0,-8.0
112598,0.0,0.0,-1.0,-8.0
112599,0.0,0.0,-1.0,-8.0
112600,0.0,0.0,-1.0,-8.0
112601,0.0,0.0,-1.0,-8.0
112602,0.0,0.0,-1.0,-8.0
112603,0.0,0.0,-1.0,-8.0
112604,0.0,0.0,-1.0,-8.1
112605,0.0,0.0,-1.0,-8.1
112606,0.0,0.0,-1.0,-8.2
112607,0.0,0.0,-1.0,-8.3
112608,0.0,0.0,-1.0,-8.3
112609,0.0,0.0,-1.0,-8.3
112610,0.0,0.0,-1.0,-8.3
112611,0.0,0.0,-1.0,-8.3
112612,0.0,0.0,-1.0,-8.3
112613,0.0,0.0,-1.0,-8.2
112614,0.0,0.0,-1.0,-8.0
112615,0.0,0.0,-1.0,-7.9
112616,0.0,0.0,-1.0,-7.8
112617,0.0,0.0,-1.0,-7.8
112618,0.0,0.0,-1.0,-7.7
112619,0.0,0.0,-1.0,-7.5
112620,0.0,0.0,-1.0,-7.4
112621,0.0,0.0,-1.0,-7.3
112622,0.0,0.0,-1.0,-7.2
112623,0.0,0.0,-1.0,-7.1
112624,0.0,0.0,-1.0,-7.0
112625,0.0,0.0,-1.0,-6.9
112626,0.0,0.0,-1.0,-6.9
112627,0.0,0.0,-1.0,-6.9
112628,0.0,0.0,-1.0,-6.9
112629,0.0,0.0,-1.0,-6.9
112630,0.0,0.0,-1.0,-6.9
112631,0.0,0.0,-1.0,-6.9
112632,0.0,0.0,-1.0,-6.9
112633,0.0,0.0,-1.0,-6.8
112634,0.0,0.0,-1.0,-6.8
112635,0.0,0.0,-1.0,-6.8
112636,0.0,0.0,-1.0,-6.8
112637,0.0,0.0,-1.0,-6.8
112638,0.0,0.0,-1.0,-6.8
112639,0.0,0.0,-1.0,-6.8
112640,0.0,0.0,-1.0,-6.9
112641,0.0,0.0,-1.0,-7.0
112642,0.0,0.0,-1.0,-7.0
112643,0.0,0.0,-1.0,-6.8
112644,0.0,0.0,-1.0,-6.7
112645,0.0,0.0,-1.0,-6.7
112646,0.0,0.0,-1.0,-6.7
112647,0.0,0.0,-1.0,-6.7
112648,0.0,0.0,-1.0,-6.8
112649,0.0,0.0,-1.0,-6.8
112650,0.0,0.0,-1.0,-6.8
112651,0.0,0.0,-1.0,-6.7
112652,0.0,0.0,-1.0,-6.6
112653,0.0,0.0,-1.0,-6.5
112654,0.0,0.0,-1.0,-6.3
112655,0.0,0.0,-1.0,-6.4
112656,0.0,0.0,-1.0,-6.4
112657,0.0,0.0,-1.0,-6.4
112658,0.0,0.0,-1.0,-6.4
112659,0.0,0.0,-1.0,-6.5
112660,0.0,0.0,-1.0,-6.6
112661,0.0,0.0,-1.0,-6.6
112662,0.0,0.0,-1.0,-6.8
112663,0.0,0.0,-1.0,-6.8
112664,0.0,0.0,-1.0,-6.9
112665,0.0,0.0,-1.0,-6.9
112666,0.0,0.0,-1.0,-7.1
112667,0.0,0.0,-1.0,-7.2
112668,0.0,0.0,-1.0,-7.3
112669,0.0,0.0,-1.0,-7.4
112670,0.0,0.0,-1.0,-7.5
112671,0.0,0.0,-1.0,-7.7
112672,0.0,0.0,-1.0,-7.8
112673,0.0,0.0,-1.0,-7.9
112674,0.0,0.0,-1.0,-8.0
112675,0.0,0.0,-1.0,-8.1
112676,0.0,0.0,-1.0,-8.3
112677,0.0,0.0,-1.0,-8.4
112678,0.0,0.0,-1.0,-8.4
112679,0.0,0.0,-1.0,-8.5
112680,0.0,0.0,-1.0,-8.5
112681,0.0,0.0,-1.0,-8.6
112682,0.0,0.0,-1.0,-8.7
112683,0.0,0.0,-1.0,-8.8
112684,0.0,0.0,-1.0,-8.9
112685,0.0,0.0,-1.0,-9.0
112686,0.0,0.0,-1.0,-9.0
112687,0.0,0.0,-1.0,-9.0
112688,0.0,0.0,-1.0,-9.1
112689,0.0,0.0,-1.0,-9.2
112690,0.0,0.0,-1.0,-9.1
112691,0.0,0.0,-1.0,-9.1
112692,0.0,0.0,-1.0,-9.1
112693,0.0,0.0,-1.0,-9.2
112694,0.0,0.0,-1.0,-9.2
112695,0.0,0.0,-1.0,-9.2
112696,0.0,0.0,-1.0,-9.2
112697,0.0,0.0,-1.0,-9.1
112698,0.0,0.0,-1.0,-9.0
112699,0.0,0.0,-1.0,-8.9
112700,0.0,0.0,-1.0,-8.8
112701,0.0,0.0,-1.0,-8.6
112702,0.0,0.0,-1.0,-8.4
112703,0.0,0.0,-1.0,-8.2
112704,0.0,0.0,-1.0,-7.8
112705,0.0,0.0,-1.0,-7.7
112706,0.0,0.0,-1.0,-7.7
112707,0.0,0.0,-1.0,-7.8
112708,0.0,0.0,-1.0,-7.7
112709,0.0,0.0,-1.0,-7.6
112710,0.0,0.0,-1.0,-7.6
112711,0.0,0.0,-1.0,-7.4
112712,0.0,0.0,-1.0,-7.2
112713,0.0,0.0,-1.0,-7.2
112714,0.0,0.0,-1.0,-7.2
112715,0.0,0.0,-1.0,-7.3
112716,0.0,0.0,-1.0,-7.3
112717,0.0,0.0,-1.0,-7.3
112718,0.0,0.0,-1.0,-7.3
112719,0.0,0.0,-1.0,-7.4
112720,0.0,0.0,-1.0,-7.4
112721,0.0,0.0,-1.0,-7.5
112722,0.0,0.0,-1.0,-7.5
112723,0.0,0.0,-1.0,-7.7
112724,0.0,0.0,-1.0,-7.7
112725,0.0,0.0,-1.0,-7.5
112726,0.0,0.0,-1.0,-7.5
112727,0.0,0.0,-1.0,-7.5
112728,0.0,0.0,-1.0,-7.3
112729,0.0,0.0,-1.0,-7.2
112730,0.0,0.0,-1.0,-7.2
112731,0.0,0.0,-1.0,-7.2
112732,0.0,0.0,-1.0,-7.1
112733,0.0,0.0,-1.0,-7.2
112734,0.0,0.0,-1.0,-7.1
112735,0.0,0.0,-1.0,-7.1
112736,0.0,0.0,-1.0,-7.2
112737,0.0,0.0,-1.0,-7.3
112738,0.0,0.0,-1.0,-7.4
112739,0.0,0.0,-1.0,-7.6
112740,0.0,0.0,-1.0,-7.7
112741,0.0,0.0,-1.0,-7.8
112742,0.0,0.0,-1.0,-7.9
112743,0.0,0.0,-1.0,-7.9
112744,0.0,0.0,-1.0,-7.9
112745,0.0,0.0,-1.0,-7.8
112746,0.0,0.0,-1.0,-7.9
112747,0.0,0.0,-1.0,-7.8
112748,0.0,0.0,-1.0,-7.8
112749,0.0,0.0,-1.0,-7.8
112750,0.0,0.0,-1.0,-7.8
112751,0.0,0.0,-1.0,-7.9
112752,0.0,0.0,-1.0,-8.0
112753,0.0,0.0,-1.0,-8.2
112754,0.0,0.0,-1.0,-8.2
112755,0.0,0.0,-1.0,-8.4
112756,0.0,0.0,-1.0,-8.4
112757,0.0,0.0,-1.0,-8.4
112758,0.0,0.0,-1.0,-8.5
112759,0.0,0.0,-1.0,-8.6
112760,0.0,0.0,-1.0,-8.5
112761,0.0,0.0,-1.0,-8.5
112762,0.0,0.0,-1.0,-8.5
112763,0.0,0.0,-1.0,-8.6
112764,0.0,0.0,-1.0,-8.6
112765,0.0,0.0,-1.0,-8.5
112766,0.0,0.0,-1.0,-8.5
112767,0.0,0.0,-1.0,-8.5
112768,0.0,0.0,-1.0,-8.5
112769,0.0,0.0,-1.0,-8.5
112770,0.0,0.0,-1.0,-8.4
112771,0.0,0.0,-1.0,-8.2
112772,0.0,0.0,-1.0,-8.2
112773,0.0,0.0,-1.0,-8.2
112774,0.0,0.0,-1.0,-8.2
112775,0.0,0.0,-1.0,-8.1
112776,0.0,0.0,-1.0,-8.1
112777,0.0,0.0,-1.0,-8.1
112778,0.0,0.0,-1.0,-8.2
112779,0.0,0.0,-1.0,-8.2
112780,0.0,0.0,-1.0,-8.3
112781,0.0,0.0,-1.0,-8.3
112782,0.0,0.0,-1.0,-8.3
112783,0.0,0.0,-1.0,-8.3
112784,0.0,0.0,-1.0,-8.3
112785,0.0,0.0,-1.0,-8.3
112786,0.0,0.0,-1.0,-8.2
112787,0.0,0.0,-1.0,-8.2
112788,0.0,0.0,-1.0,-8.1
112789,0.0,0.0,-1.0,-8.1
112790,0.0,0.0,-1.0,-8.1
112791,0.0,0.0,-1.0,-8.2
112792,0.0,0.0,-1.0,-8.2
112793,0.0,0.0,-1.0,-8.3
112794,0.0,0.0,-1.0,-8.3
112795,0.0,0.0,-1.0,-8.2
112796,0.0,0.0,-1.0,-8.2
112797,0.0,0.0,-1.0,-8.2
112798,0.0,0.0,-1.0,-8.1
112799,0.0,0.0,-1.0,-8.1
112800,0.0,0.0,-1.0,-8.0
112801,0.0,0.0,-1.0,-8.0
112802,0.0,0.0,-1.0,-8.0
112803,0.0,0.0,-1.0,-8.0
112804,0.0,0.0,-1.0,-8.0
112805,0.0,0.0,-1.0,-8.1
112806,0.0,0.0,-1.0,-8.2
112807,0.0,0.0,-1.0,-8.1
112808,0.0,0.0,-1.0,-8.0
112809,0.0,0.0,-1.0,-7.9
112810,0.0,0.0,-1.0,-7.8
112811,0.0,0.0,-1.0,-7.6
112812,0.0,0.0,-1.0,-7.5
112813,0.0,0.0,-1.0,-7.5
112814,0.0,0.0,-1.0,-7.5
112815,0.0,0.0,-1.0,-7.6
112816,0.0,0.0,-1.0,-7.7
112817,0.0,0.0,-1.0,-7.7
112818,0.0,0.0,-1.0,-7.7
112819,0.0,0.0,-1.0,-7.8
112820,0.0,0.0,-1.0,-7.8
112821,0.0,0.0,-1.0,-7.7
112822,0.0,0.0,-1.0,-7.7
112823,0.0,0.0,-1.0,-7.7
112824,0.0,0.0,-1.0,-7.7
112825,0.0,0.0,-1.0,-7.6
112826,0.0,0.0,-1.0,-7.6
112827,0.0,0.0,-1.0,-7.5
112828,0.0,0.0,-1.0,-7.5
112829,0.0,0.0,-1.0,-7.5
112830,0.0,0.0,-1.0,-7.6
112831,0.0,0.0,-1.0,-7.7
112832,0.0,0.0,-1.0,-7.7
112833,0.0,0.0,-1.0,-7.8
112834,0.0,0.0,-1.0,-7.8
112835,0.0,0.0,-1.0,-7.8
112836,0.0,0.0,-1.0,-7.8
112837,0.0,0.0,-1.0,-7.8
112838,0.0,0.0,-1.0,-7.8
112839,0.0,0.0,-1.0,-7.8
112840,0.0,0.0,-1.0,-7.8
112841,0.0,0.0,-1.0,-7.8
112842,0.0,0.0,-1.0,-7.8
112843,0.0,0.0,-1.0,-7.7
112844,0.0,0.0,-1.0,-7.7
112845,0.0,0.0,-1.0,-7.8
112846,0.0,0.0,-1.0,-7.7
112847,0.0,0.0,-1.0,-7.6
112848,0.0,0.0,-1.0,-7.6
112849,0.0,0.0,-1.0,-7.6
112850,0.0,0.0,-1.0,-7.7
112851,0.0,0.0,-1.0,-7.7
112852,0.0,0.0,-1.0,-7.8
112853,0.0,0.0,-1.0,-7.8
112854,0.0,0.0,-1.0,-8.0
112855,0.0,0.0,-1.0,-8.0
112856,0.0,0.0,-1.0,-8.0
112857,0.0,0.0,-1.0,-8.1
112858,0.0,0.0,-1.0,-8.0
112859,0.0,0.0,-1.0,-7.9
112860,0.0,0.0,-1.0,-7.9
112861,0.0,0.0,-1.0,-7.9
112862,0.0,0.0,-1.0,-7.9
112863,0.0,0.0,-1.0,-7.9
112864,0.0,0.0,-1.0,-7.9
112865,0.0,0.0,-1.0,-7.9
112866,0.0,1.0,-1.0,-8.0
112867,0.0,1.0,-1.0,-8.0
112868,0.0,2.0,-1.0,-8.0
112869,0.0,2.0,-1.0,-7.9
112870,0.0,3.0,-1.0,-7.9
112871,0.0,3.0,-1.0,-8.0
112872,0.0,3.0,-1.0,-8.1
112873,0.0,4.0,-1.0,-8.1
112874,0.0,4.0,-1.0,-8.2
112875,0.0,4.0,-1.0,-8.2
112876,0.3,5.0,-1.0,-8.4
112877,0.3,6.0,-1.0,-8.5
112878,0.3,7.0,-1.0,-8.6
112879,0.3,7.0,-1.0,-8.6
112880,0.4,8.0,-1.0,-8.6
112881,0.4,9.0,-1.0,-8.6
112882,0.4,10.0,-1.0,-8.6
112883,0.0,10.0,-1.0,-8.6
112884,0.4,11.0,-1.0,-8.6
112885,0.5,12.0,-1.0,-8.5
112886,0.5,13.0,-1.0,-8.4
112887,0.6,15.0,-1.0,-8.3
112888,0.7,15.0,-1.0,-8.3
112889,0.7,16.0,-1.0,-8.3
112890,0.8,17.0,-1.0,-8.3
112891,0.8,18.0,-1.0,-8.3
112892,0.6,18.0,-1.0,-8.3
112893,0.9,19.0,-1.0,-8.3
112894,0.9,20.0,-1.0,-8.4
112895,0.9,21.0,-1.0,-8.3
112896,1.0,22.0,-1.0,-8.3
112897,1.1,23.0,-1.0,-8.3
112898,1.1,24.0,-1.0,-8.1
112899,1.1,24.0,-1.0,-8.0
112900,1.2,25.0,-1.0,-7.9
112901,1.2,25.0,-1.0,-7.8
112902,1.2,26.0,-1.0,-7.8
112903,1.3,27.0,-1.0,-7.7
112904,1.3,27.0,-1.0,-7.7
112905,1.3,28.0,-1.0,-7.6
112906,1.4,29.0,-1.0,-7.4
112907,1.4,29.0,-1.0,-7.3
112908,1.4,30.0,-1.0,-7.2
112909,1.5,31.0,-1.0,-7.1
112910,1.6,31.0,-1.0,-7.0
112911,1.6,32.0,-1.0,-6.8
112912,1.6,33.0,-1.0,-6.8
112913,1.6,33.0,-1.0,-6.7
112914,2.3,34.0,-1.0,-6.7
112915,2.4,34.0,-1.0,-6.6
112916,2.7,35.0,-1.0,-6.6
112917,2.6,35.0,-1.0,-6.5
112918,2.7,36.0,-1.0,-6.5
112919,2.7,36.0,-1.0,-6.4
112920,3.2,36.0,-1.0,-6.4
112921,3.3,37.0,-1.0,-6.4
112922,3.4,37.0,-1.0,-6.3
112923,3.7,38.0,-1.0,-6.1
112924,3.7,38.0,-1.0,-6.0
112925,3.9,39.0,-1.0,-5.8
112926,4.0,39.0,-1.0,-5.7
112927,4.2,40.0,-1.0,-5.6
112928,4.3,40.0,-1.0,-5.6
112929,4.4,41.0,-1.0,-5.6
112930,4.5,41.0,-1.0,-5.6
112931,4.6,41.0,-1.0,-5.6
112932,4.8,42.0,-1.0,-5.6
112933,4.8,43.0,-1.0,-5.6
112934,5.3,44.0,-1.0,-5.4
112935,5.5,45.0,-1.0,-5.2
112936,5.7,45.0,-1.0,-5.2
112937,5.9,45.0,-1.0,-5.2
112938,5.7,46.0,-1.0,-5.1
112939,6.1,46.0,-1.0,-5.1
112940,6.2,47.0,-1.0,-5.0
112941,6.3,95.0,-1.0,-5.0
112942,6.4,259.0,-1.0,-5.0
112943,6.5,338.0,-1.0,-5.0
112944,6.6,348.0,-1.0,-4.8
112945,6.7,352.0,-1.0,-4.1
112946,6.8,360.0,-1.0,-2.3
112947,6.8,361.0,-1.0,-1.3
112948,7.0,373.0,-1.0,0.5
112949,7.1,374.0,-1.0,1.4
112950,7.2,378.0,-1.0,2.4
112951,7.2,380.0,-1.0,3.2
112952,7.3,384.0,-1.0,4.0
112953,7.3,386.0,-1.0,4.7
112954,7.4,390.0,-1.0,5.7
112955,7.7,398.0,-1.0,7.1
112956,7.7,404.0,-1.0,7.7
112957,7.8,404.0,-1.0,8.3
112958,7.9,408.0,-1.0,9.2
112959,8.0,413.0,-1.0,9.7
112960,8.3,416.0,-1.0,10.4
112961,9.4,420.0,-1.0,10.9
112962,9.6,421.0,-1.0,11.4
112963,9.7,424.0,-1.0,11.7
112964,9.8,429.0,-1.0,11.9
112965,10.2,431.0,-1.0,12.2
112966,10.3,434.0,-1.0,12.6
112967,10.5,436.0,-1.0,12.8
112968,10.8,439.0,-1.0,13.0
112969,11.0,446.0,-1.0,13.3
112970,11.3,449.0,-1.0,13.4
112971,11.6,453.0,-1.0,13.7
112972,11.6,455.0,-1.0,14.0
112973,11.8,457.0,-1.0,14.3
112974,12.0,461.0,-1.0,14.6
112975,12.1,464.0,-1.0,14.7
112976,12.2,468.0,-1.0,15.1
112977,12.5,471.0,-1.0,15.4
112978,12.5,473.0,-1.0,15.5
112979,12.8,479.0,-1.0,15.9
112980,13.0,481.0,-1.0,16.1
112981,13.1,485.0,-1.0,16.1
112982,13.2,488.0,-1.0,16.2
112983,13.3,490.0,-1.0,16.4
112984,13.5,492.0,-1.0,16.7
112985,13.5,496.0,-1.0,17.0
112986,13.7,499.0,-1.0,17.2
112987,13.8,502.0,-1.0,17.4
112988,14.1,506.0,-1.0,17.7
112989,14.3,509.0,-1.0,17.8
112990,14.5,513.0,-1.0,18.1
112991,14.6,517.0,-1.0,18.4
112992,14.8,519.0,-1.0,18.7
112993,14.9,521.0,-1.0,18.9
112994,15.1,523.0,-1.0,18.9
112995,15.2,526.0,-1.0,19.1
112996,15.3,528.0,-1.0,19.3
112997,15.4,531.0,-1.0,19.6
112998,15.5,533.0,-1.0,19.8
112999,15.7,534.0,-1.0,20.0
113000,15.8,537.0,-1.0,20.1
113001,16.1,543.0,-1.0,20.4
113002,16.2,545.0,-1.0,20.7
113003,16.4,547.0,-1.0,21.1
113004,16.6,550.0,-1.0,21.3
113005,16.6,551.0,-1.0,21.5
113006,16.8,553.0,-1.0,21.6
113007,16.9,555.0,-1.0,21.8
113008,17.0,556.0,-1.0,22.0
113009,17.1,558.0,-1.0,21.9
113010,17.2,560.0,-1.0,21.9
113011,17.4,564.0,-1.0,21.9
113012,17.5,565.0,-1.0,21.9
113013,17.6,565.0,-1.0,22.1
113014,17.7,566.0,-1.0,22.2
113015,17.8,568.0,-1.0,22.1
113016,18.1,574.0,-1.0,22.4
113017,18.2,574.0,-1.0,22.6
113018,18.4,579.0,-1.0,22.8
113019,18.5,580.0,-1.0,23.0
113020,18.6,581.0,-1.0,23.3
113021,18.7,583.0,-1.0,23.6
113022,18.8,584.0,-1.0,23.5
113023,19.1,588.0,-1.0,23.4
113024,19.2,589.0,-1.0,23.5
113025,19.3,591.0,-1.0,23.8
113026,19.6,595.0,-1.0,24.0
113027,19.7,596.0,-1.0,23.5
113028,19.6,597.0,-1.0,23.9
113029,20.0,600.0,-1.0,24.1
113030,20.1,603.0,-1.0,24.4
113031,20.4,603.0,-1.0,24.6
113032,20.3,606.0,-1.0,24.9
113033,20.4,606.0,-1.0,25.1
113034,20.5,607.0,-1.0,25.4
113035,20.6,608.0,-1.0,25.3
113036,21.0,611.0,-1.0,25.3
113037,20.8,611.0,-1.0,25.2
113038,21.0,612.0,-1.0,25.4
113039,21.1,615.0,-1.0,25.0
113040,21.1,616.0,-1.0,24.7
113041,21.4,616.0,-1.0,24.3
113042,21.5,618.0,-1.0,23.8
113043,21.6,619.0,-1.0,23.6
113044,21.7,620.0,-1.0,23.4
113045,21.8,621.0,-1.0,23.5
113046,21.8,621.0,-1.0,23.6
113047,21.8,621.0,-1.0,23.7
113048,22.0,624.0,-1.0,23.4
113049,22.2,627.0,-1.0,23.4
113050,22.3,628.0,-1.0,23.8
113051,22.4,628.0,-1.0,24.1
113052,22.5,628.0,-1.0,24.9
113053,22.6,629.0,-1.0,25.1
113054,22.7,631.0,-1.0,25.4
113055,22.7,631.0,-1.0,25.6
113056,22.9,632.0,-1.0,25.9
113057,22.9,632.0,-1.0,26.0
113058,23.0,633.0,-1.0,26.3
113059,23.2,635.0,-1.0,26.5
113060,23.5,637.0,-1.0,26.9
113061,23.4,639.0,-1.0,27.3
113062,23.4,640.0,-1.0,27.5
113063,23.4,638.0,-1.0,27.9
113064,23.4,637.0,-1.0,28.2
113065,23.6,637.0,-1.0,28.2
113066,23.5,638.0,-1.0,28.3
113067,23.6,635.0,-1.0,28.5
113068,23.7,637.0,-1.0,28.6
113069,23.9,641.0,-1.0,28.5
113070,24.0,642.0,-1.0,28.4
113071,24.1,642.0,-1.0,28.4
113072,24.1,642.0,-1.0,28.4
113073,24.2,643.0,-1.0,28.3
113074,24.6,645.0,-1.0,28.4
113075,24.4,648.0,-1.0,28.6
113076,24.5,647.0,-1.0,28.7
113077,24.5,644.0,-1.0,28.7
113078,24.4,643.0,-1.0,28.7
113079,24.6,641.0,-1.0,28.9
113080,24.9,647.0,-1.0,28.8
113081,25.0,649.0,-1.0,28.8
113082,25.1,649.0,-1.0,28.9
113083,25.1,650.0,-1.0,29.0
113084,25.3,650.0,-1.0,28.9
113085,25.3,651.0,-1.0,29.0
113086,25.3,651.0,-1.0,29.2
113087,25.4,652.0,-1.0,29.4
113088,25.6,653.0,-1.0,29.3
113089,25.8,654.0,-1.0,28.1
113090,26.0,657.0,-1.0,27.9
113091,25.9,657.0,-1.0,27.8
113092,25.9,657.0,-1.0,27.3
113093,26.0,656.0,-1.0,27.3
113094,26.1,655.0,-1.0,27.5
113095,26.1,656.0,-1.0,27.4
113096,26.0,652.0,-1.0,26.8
113097,26.2,651.0,-1.0,26.7
113098,26.2,652.0,-1.0,26.8
113099,26.5,656.0,-1.0,27.2
113100,26.4,657.0,-1.0,27.6
113101,26.5,656.0,-1.0,27.9
113102,26.4,656.0,-1.0,28.2
113103,26.6,657.0,-1.0,28.5
113104,26.8,657.0,-1.0,28.9
113105,26.8,658.0,-1.0,29.1
113106,26.7,658.0,-1.0,29.1
113107,26.9,657.0,-1.0,29.1
113108,26.9,656.0,-1.0,29.2
113109,27.0,657.0,-1.0,29.4
113110,27.0,658.0,-1.0,29.7
113111,27.0,656.0,-1.0,29.9
113112,27.1,655.0,-1.0,29.7
113113,26.9,653.0,-1.0,29.2
113114,27.3,652.0,-1.0,29.0
113115,27.3,654.0,-1.0,29.0
113116,27.3,653.0,-1.0,29.1
113117,27.3,651.0,-1.0,29.3
113118,27.2,650.0,-1.0,29.5
113119,27.0,650.0,-1.0,29.6
113120,27.2,649.0,-1.0,29.7
113121,27.3,649.0,-1.0,29.9
113122,27.3,649.0,-1.0,30.2
113123,27.4,649.0,-1.0,30.3
113124,27.5,649.0,-1.0,30.4
113125,27.5,649.0,-1.0,30.5
113126,27.5,647.0,-1.0,30.4
113127,27.6,647.0,-1.0,30.2
113128,27.5,648.0,-1.0,30.2
113129,27.7,645.0,-1.0,29.9
113130,27.8,644.0,-1.0,29.7
113131,27.9,643.0,-1.0,29.6
113132,27.9,643.0,-1.0,29.5
113133,27.9,641.0,-1.0,29.5
113134,28.0,642.0,-1.0,29.3
113135,28.0,641.0,-1.0,29.1
113136,28.0,639.0,-1.0,29.0
113137,27.9,638.0,-1.0,28.5
113138,27.9,635.0,-1.0,27.7
113139,28.1,635.0,-1.0,28.0
113140,28.1,636.0,-1.0,28.3
113141,28.1,634.0,-1.0,28.4
113142,28.1,634.0,-1.0,28.2
113143,28.2,634.0,-1.0,28.3
113144,28.1,630.0,-1.0,28.1
113145,28.2,629.0,-1.0,28.0
113146,28.4,629.0,-1.0,27.9
113147,28.1,629.0,-1.0,28.2
113148,28.2,626.0,-1.0,28.2
113149,28.3,627.0,-1.0,28.1
113150,28.3,627.0,-1.0,27.9
113151,28.1,627.0,-1.0,27.2
113152,28.4,627.0,-1.0,27.1
113153,28.4,626.0,-1.0,27.3
113154,28.4,625.0,-1.0,27.4
113155,28.3,623.0,-1.0,27.7
113156,28.4,621.0,-1.0,27.8
113157,28.4,620.0,-1.0,27.5
113158,28.4,618.0,-1.0,27.2
113159,28.3,617.0,-1.0,27.2
113160,28.5,616.0,-1.0,27.4
113161,28.3,616.0,-1.0,27.8
113162,28.3,615.0,-1.0,27.9
113163,28.3,613.0,-1.0,27.7
113164,28.4,611.0,-1.0,27.8
113165,28.2,609.0,-1.0,27.9
